@relation all-data-pacman-weka.filters.unsupervised.attribute.Remove-R20-23

@attribute pacmanDirec {West,East,North,South,Stop}
@attribute pacmanXpos numeric
@attribute pacmanYpos numeric
@attribute LivingGhost1 {False,True}
@attribute LivingGhost2 {False,True}
@attribute LivingGhost3 {False,True}
@attribute LivingGhost4 {False,True}
@attribute ghost1XPos numeric
@attribute ghost1YPos numeric
@attribute ghost2XPos numeric
@attribute ghost2YPos numeric
@attribute ghost3XPos numeric
@attribute ghost3YPos numeric
@attribute ghost4XPos numeric
@attribute ghost4YPos numeric
@attribute ghost1Dist numeric
@attribute ghost2Dist numeric
@attribute ghost3Dist numeric
@attribute ghost4Dist numeric
@attribute action {West,East,North,South,Stop}

@data
East,22,9,False,False,False,True,1,1,3,1,5,1,23,10,0,0,0,2,East
East,2,5,True,True,True,True,1,8,2,8,2,8,6,7,4,3,3,5,East
East,4,6,True,True,True,True,2,8,2,8,2,7,6,6,4,4,3,3,East
East,5,6,True,True,True,True,3,8,2,9,2,6,6,5,4,6,3,3,East
East,2,9,False,True,True,False,1,1,5,7,5,10,7,1,0,5,4,0,East
East,3,9,False,True,True,False,1,1,5,7,4,10,7,1,0,4,2,0,East
East,4,9,False,True,True,False,1,1,4,7,5,10,7,1,0,2,2,0,East
East,5,8,False,True,True,False,1,1,6,6,2,9,7,1,0,3,4,0,East
East,5,12,True,True,True,True,10,3,12,8,18,12,21,9,14,11,13,20,East
East,6,12,True,True,True,True,10,3,12,9,18,11,21,8,13,9,13,20,East
East,7,12,True,True,True,True,10,4,12,8,19,11,22,8,11,9,13,20,East
East,8,12,True,True,True,True,10,4,12,7,19,12,22,7,10,9,11,19,East
East,10,5,True,True,True,True,12,4,13,6,19,10,23,6,3,4,14,13,East
East,12,6,True,False,True,True,14,6,3,1,20,11,22,5,2,0,13,11,East
East,13,6,True,False,True,True,14,5,3,1,20,11,22,5,2,0,12,11,East
East,15,5,True,False,True,True,14,6,3,1,18,10,21,4,2,0,8,7,East
